REF_AREA,CURRENCY_DENOM,TIME_PERIOD,OBS_VALUE
BE,_T,2019-06,17990.416
BE,_T,2019-07,20841.070999999996
BE,_T,2019-08,21894.936999999998
BE,_T,2019-09,34473.972
BE,_T,2019-10,25480.077999999998
BE,_T,2019-11,29565.564000000002
BE,_T,2019-12,18716.807999999997
BE,_T,2020-01,45219.332
BE,_T,2020-02,34122.101
BE,_T,2020-03,29380.056
BE,_T,2020-04,53695.649000000005
BE,_T,2020-05,34886.547999999995
BE,_T,2020-06,41029.717000000004
BE,_T,2020-07,29397.047
BE,_T,2020-08,19228.280999999995
BE,_T,2020-09,33451.299
BE,_T,2020-10,20361.078999999998
BE,_T,2020-11,24983.262000000002
BE,_T,2020-12,21807.0721
BE,_T,2021-01,39425.305846281
BE,_T,2021-02,30328.193
BE,_T,2021-03,31925.344319999997
BE,_T,2021-04,19365.587489999998
BE,_T,2021-05,22458.36666
BE,_T,2021-06,29405.91114
BE,_T,2021-07,28199.82757
BE,_T,2021-08,18747.660674
BE,_T,2021-09,37643.08383834
BE,_T,2021-10,32079.015009999996
BE,_T,2021-11,34705.12041440001
BE,_T,2021-12,14373.552800000001
BE,_T,2022-01,31939.373540000004
BE,_T,2022-02,29363.718480000003
BE,_T,2022-03,47292.17604
BE,_T,2022-04,41922.769171192995
BE,_T,2022-05,40330.75691
BE,_T,2022-06,38932.17325
BE,_T,2022-07,38204.89349
BE,_T,2022-08,32516.11359
BE,_T,2022-09,57982.34869
BE,_T,2022-10,43963.003636220004
BE,_T,2022-11,63244.124670000005
BE,_T,2022-12,28923.373720000003
BE,_T,2023-01,55902.29223
BE,_T,2023-02,59085.985199999996
BE,_T,2023-03,58308.62783
BE,_T,2023-04,47740.60784999999
BE,_T,2023-05,49404.4109154545
BE,_T,2023-06,52902.03812999999
BE,_T,2023-07,39903.84263
BE,_T,2023-08,40267.3624536363
BE,_T,2023-09,62466.03177
BE,_T,2023-10,36810.10181976
BE,_T,2023-11,34095.69871
BE,_T,2023-12,33035.73837
BE,_T,2024-01,58078.85679
BE,_T,2024-02,44079.890867259994
BE,_T,2024-03,44696.49701
BE,_T,2024-04,41618.15576
BE,_T,2024-05,31743.424589999995
BE,_T,2024-06,41809.74859999999
BE,_T,2024-07,36700.254669999995
BE,_T,2024-08,39931.961429999996
BE,_T,2024-09,53597.2991815505
BE,_T,2024-10,50511.17270386
BE,_T,2024-11,35915.20065
BE,_T,2024-12,29264.58528
BE,_T,2025-01,55659.47623179
BE,_T,2025-02,37940.626039999996
BE,_T,2025-03,50279.26331000001
BE,_T,2025-04,46207.75625278449
BE,_T,2025-05,52147.508463954
BE,_T,2025-06,39383.240906416
BE,_T,2025-07,45383.01632
BE,_T,2025-08,32013.1666858645
BE,_T,2025-09,39634.74561
BE,_T,2025-10,46501.08249169179
BE,_T,2025-11,33877.4834742
BE,_T,2025-12,28366.05600142
BE,_T,2026-01,49800.8916413072
BE,_T,2026-02,39998.965339999995
BE,_T,2026-03,39745.625591291995
BE,_T,2026-04,33624.1286995795
BE,_T,2026-05,47359.5172507753
BE,_T,2026-06,41062.0515246435
BE,_T,2026-07,35634.6844675287
DE,EUR,2014-01,82778
DE,EUR,2014-02,65049
DE,EUR,2014-03,64214
DE,EUR,2014-04,76520
DE,EUR,2014-05,72347
DE,EUR,2014-06,55781
DE,EUR,2014-07,68085
DE,EUR,2014-08,47777
DE,EUR,2014-09,53988
DE,EUR,2014-10,56740
DE,EUR,2014-11,44648
DE,EUR,2014-12,42158
DE,EUR,2015-01,65784
DE,EUR,2015-02,58920
DE,EUR,2015-03,56051
DE,EUR,2015-04,63780
DE,EUR,2015-05,36731
DE,EUR,2015-06,41019
DE,EUR,2015-07,59364
DE,EUR,2015-08,45678
DE,EUR,2015-09,73966
DE,EUR,2015-10,65686
DE,EUR,2015-11,51151
DE,EUR,2015-12,29500
DE,EUR,2016-01,53384
DE,EUR,2016-02,59285
DE,EUR,2016-03,67349
DE,EUR,2016-04,49454
DE,EUR,2016-05,50889
DE,EUR,2016-06,55964
DE,EUR,2016-07,52140
DE,EUR,2016-08,39938
DE,EUR,2016-09,56988
DE,EUR,2016-10,43907
DE,EUR,2016-11,34650
DE,EUR,2016-12,26234
DE,EUR,2017-01,53491
DE,EUR,2017-02,53049
DE,EUR,2017-03,56398
DE,EUR,2017-04,44345
DE,EUR,2017-05,46044
DE,EUR,2017-06,45269
DE,EUR,2017-07,46996
DE,EUR,2017-08,43758
DE,EUR,2017-09,44530
DE,EUR,2017-10,48423
DE,EUR,2017-11,53924
DE,EUR,2017-12,33906
DE,EUR,2018-01,48189
DE,EUR,2018-02,45432
DE,EUR,2018-03,53909
DE,EUR,2018-04,69673
DE,EUR,2018-05,50275
DE,EUR,2018-06,55897
DE,EUR,2018-07,54051
DE,EUR,2018-08,44448
DE,EUR,2018-09,52049
DE,EUR,2018-10,48200
DE,EUR,2018-11,55043
DE,EUR,2018-12,38024
DE,EUR,2019-01,69161
DE,EUR,2019-02,67746
DE,EUR,2019-03,66015
DE,EUR,2019-04,44062
DE,EUR,2019-05,66317
DE,EUR,2019-06,53656
DE,EUR,2019-07,53343
DE,EUR,2019-08,59051
DE,EUR,2019-09,56980
DE,EUR,2019-10,53969
DE,EUR,2019-11,67605
DE,EUR,2019-12,37981
DE,EUR,2020-01,85988
DE,EUR,2020-02,68360
DE,EUR,2020-03,81903
DE,EUR,2020-04,123925
DE,EUR,2020-05,125290
DE,EUR,2020-06,122394
DE,EUR,2020-07,109378
DE,EUR,2020-08,92668
DE,EUR,2020-09,130558
DE,EUR,2020-10,100796
DE,EUR,2020-11,69951
DE,EUR,2020-12,29523.266969642078
DE,EUR,2021-01,92878.74069182228
DE,EUR,2021-02,73444.58968178216
DE,EUR,2021-03,92984.0004647976
DE,EUR,2021-04,80822.49129092527
DE,EUR,2021-05,89200.99817025845
DE,EUR,2021-06,90707.76491479977
DE,EUR,2021-07,78623.26762498204
DE,EUR,2021-08,83226.30375453767
DE,EUR,2021-09,109773.85005457874
DE,EUR,2021-10,90246.9773000318
DE,EUR,2021-11,81821.4924503304
DE,EUR,2021-12,59898.65122120869
DE,EUR,2022-01,93080.5625027111
DE,EUR,2022-02,70668.33737560043
DE,EUR,2022-03,110539.59576426088
DE,EUR,2022-04,62154.12995602847
DE,EUR,2022-05,72968.3197020692
DE,EUR,2022-06,78987.7728765948
DE,EUR,2022-07,95775.07351504409
DE,EUR,2022-08,73328.20297221851
DE,EUR,2022-09,97297.5526434597
DE,EUR,2022-10,136181.10888419772
DE,EUR,2022-11,102933.52613980259
DE,EUR,2022-12,48339.73887865
DE,EUR,2023-01,94048.45636545979
DE,EUR,2023-02,109852.166645398
DE,EUR,2023-03,132514.88042849925
DE,EUR,2023-04,95726.9965023482
DE,EUR,2023-05,119109.82000578991
DE,EUR,2023-06,132533.8361779396
DE,EUR,2023-07,95982.8408331157
DE,EUR,2023-08,112954.34637053784
DE,EUR,2023-09,111690.25573107149
DE,EUR,2023-10,96957.9039005471
DE,EUR,2023-11,96386.13100416091
DE,EUR,2023-12,51649.048578575545
DE,EUR,2024-01,115236.9302758366
DE,EUR,2024-02,108688.47644422771
DE,EUR,2024-03,96981.2773194607
DE,EUR,2024-04,109680.78855023
DE,EUR,2024-05,108564.40653293171
DE,EUR,2024-06,86038.48766002526
DE,EUR,2024-07,95076.6592939393
DE,EUR,2024-08,88213.23800885446
DE,EUR,2024-09,87743.39670806078
DE,EUR,2024-10,90502.94112236996
DE,EUR,2024-11,82765.95595061513
DE,EUR,2024-12,62986.08811092241
DE,EUR,2025-01,123656.2922044748
DE,EUR,2025-02,104140.932124746
DE,EUR,2025-03,109248.2039875576
DE,EUR,2025-04,101217.40752993058
DE,EUR,2025-05,92068.9672837769
DE,EUR,2025-06,120179.2874293765
DE,EUR,2025-07,102905.48187969331
DE,EUR,2025-08,83517.16525742621
DE,EUR,2025-09,104167.17818340166
DE,EUR,2025-10,95315.2604107249
DE,EUR,2025-11,73963.3614512128
DE,EUR,2025-12,33644.3808503561
DE,EUR,2026-01,125525.85299808402
DE,EUR,2026-02,93077.6119141343
DE,EUR,2026-03,85624.597885756
DE,EUR,2026-04,104111.92700956801
DE,EUR,2026-05,102846.7486376967
DE,EUR,2026-06,107860.227942822
DE,EUR,2026-07,94428.735
DE,X1,2014-01,68546
DE,X1,2014-02,66152
DE,X1,2014-03,48171
DE,X1,2014-04,43454
DE,X1,2014-05,65922
DE,X1,2014-06,43399
DE,X1,2014-07,50298
DE,X1,2014-08,62952
DE,X1,2014-09,48360
DE,X1,2014-10,67736
DE,X1,2014-11,60867
DE,X1,2014-12,57624
DE,X1,2015-01,75441
DE,X1,2015-02,72667
DE,X1,2015-03,76005
DE,X1,2015-04,63375
DE,X1,2015-05,52723
DE,X1,2015-06,49220
DE,X1,2015-07,58388
DE,X1,2015-08,49026
DE,X1,2015-09,71774
DE,X1,2015-10,78390
DE,X1,2015-11,50677
DE,X1,2015-12,37726
DE,X1,2016-01,69040
DE,X1,2016-02,70083
DE,X1,2016-03,46122
DE,X1,2016-04,68405
DE,X1,2016-05,61577
DE,X1,2016-06,43769
DE,X1,2016-07,56902
DE,X1,2016-08,46385
DE,X1,2016-09,56125
DE,X1,2016-10,52831
DE,X1,2016-11,40877
DE,X1,2016-12,31909
DE,X1,2017-01,74827
DE,X1,2017-02,50060
DE,X1,2017-03,43603
DE,X1,2017-04,49176
DE,X1,2017-05,47545
DE,X1,2017-06,31472
DE,X1,2017-07,38773
DE,X1,2017-08,44062
DE,X1,2017-09,39153
DE,X1,2017-10,45046
DE,X1,2017-11,32507
DE,X1,2017-12,26672
DE,X1,2018-01,48053
DE,X1,2018-02,53865
DE,X1,2018-03,49407
DE,X1,2018-04,58612
DE,X1,2018-05,52541
DE,X1,2018-06,38446
DE,X1,2018-07,57730
DE,X1,2018-08,61867
DE,X1,2018-09,39289
DE,X1,2018-10,62778
DE,X1,2018-11,40527
DE,X1,2018-12,20105
DE,X1,2019-01,60510
DE,X1,2019-02,58922
DE,X1,2019-03,53795
DE,X1,2019-04,61837
DE,X1,2019-05,55863
DE,X1,2019-06,40390
DE,X1,2019-07,68694
DE,X1,2019-08,60708
DE,X1,2019-09,54960
DE,X1,2019-10,54840
DE,X1,2019-11,48794
DE,X1,2019-12,29205
DE,X1,2020-01,68523
DE,X1,2020-02,58921
DE,X1,2020-03,41125
DE,X1,2020-04,61297
DE,X1,2020-05,50709
DE,X1,2020-06,60295
DE,X1,2020-07,68294
DE,X1,2020-08,63960
DE,X1,2020-09,73077
DE,X1,2020-10,52304
DE,X1,2020-11,55133
DE,X1,2020-12,35803.3659774641
DE,X1,2021-01,47979.8842220206
DE,X1,2021-02,46594.836439399754
DE,X1,2021-03,58227.655303604944
DE,X1,2021-04,49431.62152697904
DE,X1,2021-05,35436.113094964996
DE,X1,2021-06,39607.107323848024
DE,X1,2021-07,46606.75195273105
DE,X1,2021-08,36149.83248259037
DE,X1,2021-09,34898.2831204124
DE,X1,2021-10,48673.57213788481
DE,X1,2021-11,43077.59589885693
DE,X1,2021-12,18749.137880275863
DE,X1,2022-01,33113.85627567423
DE,X1,2022-02,35741.59352291256
DE,X1,2022-03,52526.62089830653
DE,X1,2022-04,52873.955791714354
DE,X1,2022-05,43066.9368379777
DE,X1,2022-06,47697.93439069411
DE,X1,2022-07,57721.61502173811
DE,X1,2022-08,55803.34749875271
DE,X1,2022-09,61104.407317927864
DE,X1,2022-10,41032.16586428018
DE,X1,2022-11,51678.2926748177
DE,X1,2022-12,32250.46238366313
DE,X1,2023-01,38348.59936439387
DE,X1,2023-02,35523.48693804041
DE,X1,2023-03,54086.04566397534
DE,X1,2023-04,35562.86094605097
DE,X1,2023-05,49508.009356909795
DE,X1,2023-06,42215.35986548309
DE,X1,2023-07,30940.11722158887
DE,X1,2023-08,31724.853537560448
DE,X1,2023-09,44644.08319711306
DE,X1,2023-10,41860.6539815764
DE,X1,2023-11,30187.959431985597
DE,X1,2023-12,29613.863175336908
DE,X1,2024-01,42089.8965328505
DE,X1,2024-02,42533.876173477096
DE,X1,2024-03,29268.123360451194
DE,X1,2024-04,39119.206020344405
DE,X1,2024-05,40234.67403848042
DE,X1,2024-06,40044.27573537924
DE,X1,2024-07,36111.20980743611
DE,X1,2024-08,39295.48208403286
DE,X1,2024-09,41651.37203805676
DE,X1,2024-10,41385.86080615571
DE,X1,2024-11,38791.417867626544
DE,X1,2024-12,35687.301206364216
DE,X1,2025-01,48945.7298384482
DE,X1,2025-02,46250.025929888034
DE,X1,2025-03,44961.051529229866
DE,X1,2025-04,37621.51879500011
DE,X1,2025-05,74507.81794867381
DE,X1,2025-06,54142.18597871075
DE,X1,2025-07,65367.57396071387
DE,X1,2025-08,57504.806191203505
DE,X1,2025-09,54298.79887405728
DE,X1,2025-10,39952.049206097865
DE,X1,2025-11,45932.73294533582
DE,X1,2025-12,32943.27014366856
DE,X1,2026-01,53617.07917893996
DE,X1,2026-02,43057.75059936222
DE,X1,2026-03,50335.682411126465
DE,X1,2026-04,42345.40443608336
DE,X1,2026-05,45963.647380328366
DE,X1,2026-06,53149.32202828445
DE,X1,2026-07,61689.34012912528
DE,_T,2014-01,151324
DE,_T,2014-02,131201
DE,_T,2014-03,112385
DE,_T,2014-04,119974
DE,_T,2014-05,138269
DE,_T,2014-06,99180
DE,_T,2014-07,118383
DE,_T,2014-08,110729
DE,_T,2014-09,102348
DE,_T,2014-10,124476
DE,_T,2014-11,105515
DE,_T,2014-12,99782
DE,_T,2015-01,141225
DE,_T,2015-02,131587
DE,_T,2015-03,132056
DE,_T,2015-04,127155
DE,_T,2015-05,89454
DE,_T,2015-06,90239
DE,_T,2015-07,117752
DE,_T,2015-08,94704
DE,_T,2015-09,145740
DE,_T,2015-10,144076
DE,_T,2015-11,101828
DE,_T,2015-12,67226
DE,_T,2016-01,122424
DE,_T,2016-02,129368
DE,_T,2016-03,113471
DE,_T,2016-04,117859
DE,_T,2016-05,112466
DE,_T,2016-06,99733
DE,_T,2016-07,109042
DE,_T,2016-08,86323
DE,_T,2016-09,113113
DE,_T,2016-10,96738
DE,_T,2016-11,75527
DE,_T,2016-12,58143
DE,_T,2017-01,128318
DE,_T,2017-02,103109
DE,_T,2017-03,100001
DE,_T,2017-04,93521
DE,_T,2017-05,93589
DE,_T,2017-06,76741
DE,_T,2017-07,85769
DE,_T,2017-08,87820
DE,_T,2017-09,83683
DE,_T,2017-10,93469
DE,_T,2017-11,86431
DE,_T,2017-12,60578
DE,_T,2018-01,96242
DE,_T,2018-02,99297
DE,_T,2018-03,103316
DE,_T,2018-04,128285
DE,_T,2018-05,102816
DE,_T,2018-06,94343
DE,_T,2018-07,111781
DE,_T,2018-08,106315
DE,_T,2018-09,91338
DE,_T,2018-10,110978
DE,_T,2018-11,95570
DE,_T,2018-12,58129
DE,_T,2019-01,129671
DE,_T,2019-02,126668
DE,_T,2019-03,119810
DE,_T,2019-04,105899
DE,_T,2019-05,122180
DE,_T,2019-06,94046
DE,_T,2019-07,122037
DE,_T,2019-08,119759
DE,_T,2019-09,111940
DE,_T,2019-10,108809
DE,_T,2019-11,116399
DE,_T,2019-12,67186
DE,_T,2020-01,154511
DE,_T,2020-02,127281
DE,_T,2020-03,123028
DE,_T,2020-04,185222
DE,_T,2020-05,175999
DE,_T,2020-06,182689
DE,_T,2020-07,177672
DE,_T,2020-08,156628
DE,_T,2020-09,203635
DE,_T,2020-10,153100
DE,_T,2020-11,125084
DE,_T,2020-12,65326.632947106176
DE,_T,2021-01,140858.62491384288
DE,_T,2021-02,120039.42612118192
DE,_T,2021-03,151211.65576840256
DE,_T,2021-04,130254.11281790432
DE,_T,2021-05,124637.11126522344
DE,_T,2021-06,130314.87223864777
DE,_T,2021-07,125230.0195777131
DE,_T,2021-08,119376.13623712803
DE,_T,2021-09,144672.13317499112
DE,_T,2021-10,138920.5494379166
DE,_T,2021-11,124899.08834918734
DE,_T,2021-12,78647.78910148455
DE,_T,2022-01,126194.41877838534
DE,_T,2022-02,106409.930898513
DE,_T,2022-03,163066.21666256743
DE,_T,2022-04,115028.08574774282
DE,_T,2022-05,116035.25654004692
DE,_T,2022-06,126685.70726728889
DE,_T,2022-07,153496.6885367822
DE,_T,2022-08,129131.55047097121
DE,_T,2022-09,158401.95996138756
DE,_T,2022-10,177213.2747484779
DE,_T,2022-11,154611.8188146203
DE,_T,2022-12,80590.20126231313
DE,_T,2023-01,132397.05572985366
DE,_T,2023-02,145375.65358343843
DE,_T,2023-03,186600.92609247458
DE,_T,2023-04,131289.85744839918
DE,_T,2023-05,168617.8293626997
DE,_T,2023-06,174749.19604342268
DE,_T,2023-07,126922.95805470456
DE,_T,2023-08,144679.19990809826
DE,_T,2023-09,156334.33892818456
DE,_T,2023-10,138818.5578821235
DE,_T,2023-11,126574.0904361465
DE,_T,2023-12,81262.91175391246
DE,_T,2024-01,157326.8268086871
DE,_T,2024-02,151222.3526177048
DE,_T,2024-03,126249.4006799119
DE,_T,2024-04,148799.99457057437
DE,_T,2024-05,148799.08057141214
DE,_T,2024-06,126082.76339540452
DE,_T,2024-07,131187.86910137543
DE,_T,2024-08,127508.72009288732
DE,_T,2024-09,129394.76874611757
DE,_T,2024-10,131888.8019285257
DE,_T,2024-11,121557.37381824166
DE,_T,2024-12,98673.38931728661
DE,_T,2025-01,172602.022042923
DE,_T,2025-02,150390.95805463401
DE,_T,2025-03,154209.25551678747
DE,_T,2025-04,138838.92632493068
DE,_T,2025-05,166576.78523245073
DE,_T,2025-06,174321.47340808727
DE,_T,2025-07,168273.05584040715
DE,_T,2025-08,141021.97144862972
DE,_T,2025-09,158465.97705745892
DE,_T,2025-10,135267.30961682278
DE,_T,2025-11,119896.09439654862
DE,_T,2025-12,66587.65099402465
DE,_T,2026-01,179142.932177024
DE,_T,2026-02,136135.36251349654
DE,_T,2026-03,135960.28029688244
DE,_T,2026-04,146457.33144565136
DE,_T,2026-05,148810.39601802506
DE,_T,2026-06,161009.54997110646
DE,_T,2026-07,156118.07512912527
ES,EUR,2014-01,40949
ES,EUR,2014-02,39453
ES,EUR,2014-03,31606
ES,EUR,2014-04,31792
ES,EUR,2014-05,44192
ES,EUR,2014-06,37222
ES,EUR,2014-07,39335
ES,EUR,2014-08,15871
ES,EUR,2014-09,27101
ES,EUR,2014-10,34533
ES,EUR,2014-11,42429
ES,EUR,2014-12,55938
ES,EUR,2015-01,43795
ES,EUR,2015-02,47054
ES,EUR,2015-03,43590
ES,EUR,2015-04,30635
ES,EUR,2015-05,34836
ES,EUR,2015-06,34826
ES,EUR,2015-07,38990
ES,EUR,2015-08,27238
ES,EUR,2015-09,33328
ES,EUR,2015-10,28816
ES,EUR,2015-11,28689
ES,EUR,2015-12,46750
ES,EUR,2016-01,36764
ES,EUR,2016-02,47649
ES,EUR,2016-03,34968
ES,EUR,2016-04,29616
ES,EUR,2016-05,38049
ES,EUR,2016-06,33231
ES,EUR,2016-07,32845
ES,EUR,2016-08,17996
ES,EUR,2016-09,23997
ES,EUR,2016-10,34497
ES,EUR,2016-11,30210
ES,EUR,2016-12,56059
ES,EUR,2017-01,37901
ES,EUR,2017-02,35136
ES,EUR,2017-03,36101
ES,EUR,2017-04,36200
ES,EUR,2017-05,31291
ES,EUR,2017-06,31181
ES,EUR,2017-07,37705
ES,EUR,2017-08,13310
ES,EUR,2017-09,33684
ES,EUR,2017-10,35380
ES,EUR,2017-11,33791
ES,EUR,2017-12,46676
ES,EUR,2018-01,42518
ES,EUR,2018-02,36435
ES,EUR,2018-03,25844
ES,EUR,2018-04,23064
ES,EUR,2018-05,24703
ES,EUR,2018-06,24438
ES,EUR,2018-07,29802
ES,EUR,2018-08,15287
ES,EUR,2018-09,34816
ES,EUR,2018-10,29919
ES,EUR,2018-11,28850
ES,EUR,2018-12,56023
ES,EUR,2019-01,34282
ES,EUR,2019-02,38029
ES,EUR,2019-03,36655
ES,EUR,2019-04,26286
ES,EUR,2019-05,25405
ES,EUR,2019-06,32176
ES,EUR,2019-07,37100
ES,EUR,2019-08,13645
ES,EUR,2019-09,30522
ES,EUR,2019-10,24856
ES,EUR,2019-11,30346
ES,EUR,2019-12,38735
ES,EUR,2020-01,43021
ES,EUR,2020-02,39128
ES,EUR,2020-03,37740
ES,EUR,2020-04,56377
ES,EUR,2020-05,44144
ES,EUR,2020-06,67292
ES,EUR,2020-07,46774
ES,EUR,2020-08,17269
ES,EUR,2020-09,27594
ES,EUR,2020-10,25567
ES,EUR,2020-11,20165
ES,EUR,2020-12,52422.610322773005
ES,EUR,2021-01,38976.777
ES,EUR,2021-02,47252.325061713505
ES,EUR,2021-03,38336.14916
ES,EUR,2021-04,35314.626956329994
ES,EUR,2021-05,32677.107
ES,EUR,2021-06,56320.77606040001
ES,EUR,2021-07,39901.82581988
ES,EUR,2021-08,14517.82900403
ES,EUR,2021-09,40677.4633487
ES,EUR,2021-10,32996.948806235
ES,EUR,2021-11,38029.47750623335
ES,EUR,2021-12,29058.657793478178
ES,EUR,2022-01,42752.40778951817
ES,EUR,2022-02,38776.85455097183
ES,EUR,2022-03,55807.807401419996
ES,EUR,2022-04,30959.472694337004
ES,EUR,2022-05,33355.696065865
ES,EUR,2022-06,40837.652641
ES,EUR,2022-07,31491.69280169
ES,EUR,2022-08,17617.50041
ES,EUR,2022-09,48049.325026599996
ES,EUR,2022-10,31797.794930406
ES,EUR,2022-11,34427.16750876
ES,EUR,2022-12,42114.66116106
ES,EUR,2023-01,41671.207498288
ES,EUR,2023-02,63680.614505230005
ES,EUR,2023-03,45666.5727217999
ES,EUR,2023-04,35663.2970012
ES,EUR,2023-05,42591.74393981383
ES,EUR,2023-06,49875.232416505
ES,EUR,2023-07,35849.05495412
ES,EUR,2023-08,21724.538
ES,EUR,2023-09,36475.087420870004
ES,EUR,2023-10,39810.9514575
ES,EUR,2023-11,32058.984745752
ES,EUR,2023-12,26451.6574254
ES,EUR,2024-01,58692.53511012199
ES,EUR,2024-02,41366.09800167
ES,EUR,2024-03,37772.01171921
ES,EUR,2024-04,32921.724926079994
ES,EUR,2024-05,31559.5120313
ES,EUR,2024-06,46000.674162560004
ES,EUR,2024-07,31931.655165768003
ES,EUR,2024-08,21102.8276606
ES,EUR,2024-09,40546.75021627
ES,EUR,2024-10,37102.4448419
ES,EUR,2024-11,31337.234070211
ES,EUR,2024-12,39373.989550230006
ES,EUR,2025-01,50244.92956201
ES,EUR,2025-02,47114.81803074
ES,EUR,2025-03,46274.23616798
ES,EUR,2025-04,32869.75459235
ES,EUR,2025-05,45232.30959028
ES,EUR,2025-06,57977.01702035
ES,EUR,2025-07,39075.5585472
ES,EUR,2025-08,17969.85386861
ES,EUR,2025-09,36635.176330024
ES,EUR,2025-10,31927.771488060003
ES,EUR,2025-11,34425.142607964
ES,EUR,2025-12,30679.582782370002
ES,EUR,2026-01,57617.5778748
ES,EUR,2026-02,42400.465
ES,EUR,2026-03,48305.852166130004
ES,EUR,2026-04,36941.70050269
ES,EUR,2026-05,37636.263964929996
ES,EUR,2026-06,54313.066037339995
ES,EUR,2026-07,31719.5209355
ES,X1,2014-01,739
ES,X1,2014-02,293
ES,X1,2014-03,503
ES,X1,2014-04,648
ES,X1,2014-05,1516
ES,X1,2014-06,624
ES,X1,2014-07,107
ES,X1,2014-08,172
ES,X1,2014-09,686
ES,X1,2014-10,460
ES,X1,2014-11,754
ES,X1,2014-12,795
ES,X1,2015-01,519
ES,X1,2015-02,1111
ES,X1,2015-03,1567
ES,X1,2015-04,2981
ES,X1,2015-05,1130
ES,X1,2015-06,329
ES,X1,2015-07,857
ES,X1,2015-08,713
ES,X1,2015-09,620
ES,X1,2015-10,1806
ES,X1,2015-11,1729
ES,X1,2015-12,491
ES,X1,2016-01,87
ES,X1,2016-02,956
ES,X1,2016-03,812
ES,X1,2016-04,1478
ES,X1,2016-05,848
ES,X1,2016-06,1007
ES,X1,2016-07,638
ES,X1,2016-08,432
ES,X1,2016-09,1805
ES,X1,2016-10,614
ES,X1,2016-11,978
ES,X1,2016-12,1783
ES,X1,2017-01,896
ES,X1,2017-02,423
ES,X1,2017-03,4847
ES,X1,2017-04,3611
ES,X1,2017-05,323
ES,X1,2017-06,1190
ES,X1,2017-07,1509
ES,X1,2017-08,2067
ES,X1,2017-09,3740
ES,X1,2017-10,7294
ES,X1,2017-11,1937
ES,X1,2017-12,1911
ES,X1,2018-01,3976
ES,X1,2018-02,2678
ES,X1,2018-03,2961
ES,X1,2018-04,6108
ES,X1,2018-05,2833
ES,X1,2018-06,2304
ES,X1,2018-07,4265
ES,X1,2018-08,2040
ES,X1,2018-09,3937
ES,X1,2018-10,4330
ES,X1,2018-11,1651
ES,X1,2018-12,1579
ES,X1,2019-01,1266
ES,X1,2019-02,3931
ES,X1,2019-03,3354
ES,X1,2019-04,1810
ES,X1,2019-05,3748
ES,X1,2019-06,3064
ES,X1,2019-07,4060
ES,X1,2019-08,1132
ES,X1,2019-09,3046
ES,X1,2019-10,1782
ES,X1,2019-11,3477
ES,X1,2019-12,2224
ES,X1,2020-01,3366
ES,X1,2020-02,2788
ES,X1,2020-03,1590
ES,X1,2020-04,7559
ES,X1,2020-05,5305
ES,X1,2020-06,1892
ES,X1,2020-07,2670
ES,X1,2020-08,302
ES,X1,2020-09,2555
ES,X1,2020-10,1421
ES,X1,2020-11,1090
ES,X1,2020-12,4106.1150931405
ES,X1,2021-01,4137.60894
ES,X1,2021-02,5126.0653438665995
ES,X1,2021-03,6547.092322775399
ES,X1,2021-04,4012.3946899999996
ES,X1,2021-05,5363.37481813
ES,X1,2021-06,4767.349471680401
ES,X1,2021-07,7523.901239999999
ES,X1,2021-08,3246.104187627
ES,X1,2021-09,5034.7845
ES,X1,2021-10,7163.641030000001
ES,X1,2021-11,4738.835565752
ES,X1,2021-12,909.7579557519999
ES,X1,2022-01,2505.542895752
ES,X1,2022-02,3963.1145429820003
ES,X1,2022-03,6340.954722094
ES,X1,2022-04,5928.382800901
ES,X1,2022-05,6480.569889439
ES,X1,2022-06,4230.447749439
ES,X1,2022-07,3426.95831
ES,X1,2022-08,7906.741029999999
ES,X1,2022-09,5639.22847
ES,X1,2022-10,3435.8005
ES,X1,2022-11,6052.46298
ES,X1,2022-12,4379.3035899999995
ES,X1,2023-01,7854.6932
ES,X1,2023-02,4735.71808
ES,X1,2023-03,3982.3913700000003
ES,X1,2023-04,5899.73275
ES,X1,2023-05,5676.1259900000005
ES,X1,2023-06,6623.88239
ES,X1,2023-07,4134.391729999999
ES,X1,2023-08,6566.148719999999
ES,X1,2023-09,7378.041069999999
ES,X1,2023-10,2879.87226
ES,X1,2023-11,9184.5183
ES,X1,2023-12,977.68722
ES,X1,2024-01,4813.07183
ES,X1,2024-02,3332.6842678
ES,X1,2024-03,10018.428573099998
ES,X1,2024-04,2780.34391
ES,X1,2024-05,2588.45419
ES,X1,2024-06,2207.6114000000002
ES,X1,2024-07,5744.202208940801
ES,X1,2024-08,3280.71751
ES,X1,2024-09,1538.4022
ES,X1,2024-10,5263.0908531532
ES,X1,2024-11,2365.22141
ES,X1,2024-12,1722.685903509
ES,X1,2025-01,7124.03622
ES,X1,2025-02,1043.40968
ES,X1,2025-03,1868.1638200000002
ES,X1,2025-04,2248.4238400000004
ES,X1,2025-05,844.50406
ES,X1,2025-06,2511.5522
ES,X1,2025-07,4064.7249599999996
ES,X1,2025-08,671.13091
ES,X1,2025-09,1719.2534
ES,X1,2025-10,1882.7887699999999
ES,X1,2025-11,5606.4559
ES,X1,2025-12,3132.95964
ES,X1,2026-01,2712.8309799999997
ES,X1,2026-02,2207.27637
ES,X1,2026-03,4612.68627
ES,X1,2026-04,7983.64692
ES,X1,2026-05,5046.2898399999995
ES,X1,2026-06,5552.6234
